,Missed Count,Request Number,Date Opened,Request,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,fees
3539,9,177225,05/01/19,Trash - Curbside/Alley Missed Pickup,The whole street/missed last week for Barton Ln 37214. Curb {upset called in last week and no ticket was done}. {Friday}s.,"115 barton ln, nashville, tn 37214, united states",37214.0,RED RIVER,1501,15.0,1763963.51898,691686.358753337,1600
3540,4,177252,05/01/19,Trash - Curbside/Alley Missed Pickup,Missed trash,5116 buena vista pike,37218.0,N/A,N/A,3.0,1724747.32102918,693326.628534028,600
3541,5,177276,05/01/19,Trash - Curbside/Alley Missed Pickup,Missed Trash,5105 buena vista pike,37218.0,RED RIVER,3201,1.0,1724611.20027906,693038.339305401,800
3542,4,177389,05/01/19,Trash - Curbside/Alley Missed Pickup,MISSED...ALLEY FOR EVERYONE TRASH/NO SERVICE WHY? {TUESDAY} UNIT-A,"6005 obrien ave, nashville, tn 37209, united states",37209.0,RED RIVER,4201,20.0,1712863.47661621,662298.997751428,600
3543,2,177423,05/01/19,Trash - Curbside/Alley Missed Pickup,the trash can was moved this morning but not emptied.,"6225 robin hill rd, nashville, tn 37205, united states",37205.0,RED RIVER,1304,23.0,1707427.40155394,646557.601846121,200
3544,4,177480,05/01/19,Trash - Curbside/Alley Missed Pickup,"Curb trash/Tuesday not service.

Entire street missed",314 e trinity ln,37207.0,WASTE IND,2206,5.0,1743120.04865816,682310.844460376,600
3545,9,177637,05/01/19,Trash - Curbside/Alley Missed Pickup,"Trash/miss Wednesday Curb {out on time}
Cart was not service last week, when caller reported it. Still has a full overflowing cart at the same spot he left it last week. Today trash has already been there and gone and still did not emptied his cart again. When notes stated they emptied his cart on the 30th which is a lie. Wants cart emptied today. {Wednesday}","2020 s lyle ln, nashville, tn 37210, united states",37210.0,RED RIVER,4303,16.0,1751799.39824664,652868.801414204,1600
3546,14,177734,05/01/19,Trash - Curbside/Alley Missed Pickup,"TRASH/MISSED FOR ALLEY {UNIT-A} TUESDAY**

entire alley is missed","6007 obrien ave, nashville, tn 37209, united states",37209.0,RED RIVER,4201,20.0,1712810.5253538,662291.012044054,2600
3547,2,177792,05/01/19,Trash - Curbside/Alley Missed Pickup,1 cart,"2315 woodmont blvd, nashville, tn 37215, united states",37215.0,RED RIVER,2305,25.0,1726746.60085385,649243.200074856,200
3548,2,177807,05/01/19,Trash - Curbside/Alley Missed Pickup,missed trash,"509 tuckaway ct, 37205",37205.0,RED RIVER,1304,23.0,1698712.20082578,643807.201267577,200
3549,5,177859,05/02/19,Trash - Curbside/Alley Missed Pickup,"The whole street missed, 622 Estes Rd Everyone's trash/still sitting out, Wednesday missed {carts sit's on Westmont} curb {Why}?","622 estes rd, nashville, tn 37215, united states",37215.0,RED RIVER,2303,24.0,1721906.66533507,652279.764695802,800
3550,2,177918,05/02/19,Trash - Curbside/Alley Missed Pickup,miss,"717 brook hollow rd, nashville, tn 37205, united states",37205.0,RED RIVER,1305,23.0,1706397.42035391,651537.952020148,200
3551,2,177919,05/02/19,Trash - Curbside/Alley Missed Pickup,miss,"7277 charlotte pike, nashville, tn 37209, united states",37209.0,RED RIVER,1301,22.0,1698230.10015392,652024.910543199,200
3552,4,177944,05/02/19,Trash - Curbside/Alley Missed Pickup,"Trash/missed for whole alley,  Wednesday has to call in every week. Then has to wait for over a week to get emptied. Poor job and wants all carts emptied.  Alley","909 46th ave n, nashville, tn 37209, united states",37209.0,METRO,9306,20.0,1719716.94389225,665469.475764925,600
3553,3,178112,05/02/19,Trash - Curbside/Alley Missed Pickup,trash scheduled for pick up Wednesdays...,"2107 woodmont blvd, nashville, tn 37215, united states",37215.0,RED RIVER,2305,25.0,1728180.00526202,649096.629401562,400
3554,2,178117,05/02/19,Trash - Curbside/Alley Missed Pickup,1 cart,"3703 hilldale dr, nashville, tn 37215, united states",37215.0,RED RIVER,3304,25.0,1723822.60184631,648604.801256288,200
3555,2,178371,05/02/19,Trash - Curbside/Alley Missed Pickup,"Missed on the court, street {Thursday}",608 cedarhill ct,37013.0,RED RIVER,4403,31.0,1758801.68898338,622091.096634219,200
3556,2,178399,05/02/19,Trash - Curbside/Alley Missed Pickup,missed 1029 and 1031,"1029 1st ave s, nashville, tn 37210, united states",37210.0,METRO,4409,17.0,1742576.19886028,661660.801702688,200
3557,3,178481,05/02/19,Trash - Curbside/Alley Missed Pickup,Our trash is often missed in this location for whatever reason,"1304 hildreth dr, nashville, tn 37215, usa",37215.0,RED RIVER,3303,34.0,1728653.80114797,637551.199157367,400
3558,2,178518,05/02/19,Trash - Curbside/Alley Missed Pickup,miss,"3508 melva dr, nashville, tn 37211, united states",37211.0,RED RIVER,1403,26.0,1757991.46272434,642237.410893753,200
3559,2,178556,05/02/19,Trash - Curbside/Alley Missed Pickup,MISSED,"295 haywood ln, nashville, tn 37211, united states",37211.0,RED RIVER,3405,30.0,1759764.99988593,632041.600441659,200
3560,2,178742,05/03/19,Trash - Curbside/Alley Missed Pickup,missed others,"909 ronnie rd, nashville, tn 37115, united states",37115.0,RED RIVER,3412,8.0,1754491.99930037,708453.998921081,200
3561,3,178800,05/03/19,Trash - Curbside/Alley Missed Pickup,Neighboring cans were picked up with overflowing tree and construction waste.  I am a 74 year old disabled veteran and they keep skipping me. I don't understand why.,"461 huntington ridge dr, nashville, tn 37211, united states",37211.0,RED RIVER,3402S,27.0,1752984.609064,626053.64090695,400
3562,3,179024,05/03/19,Trash - Curbside/Alley Missed Pickup,1 cart,"2933 anderson rd, nashville, tn 37217, united states",37217.0,RED RIVER,4503,29.0,1783212.0093371,634202.0995845,400
3563,3,179095,05/03/19,Trash - Curbside/Alley Missed Pickup,curb trash/miss {others emptied already},"3011 baby ruth ln, nashville, tn 37013, united states",37013.0,RED RIVER,4504,32.0,1779804.20396821,624995.137887314,400
3564,7,179106,05/03/19,Trash - Curbside/Alley Missed Pickup,missed again,"1584 bell rd, nashville, tn 37211, united states",37211.0,RED RIVER,4404,31.0,1762228.9989711,623444.800684609,1200
3565,2,179224,05/03/19,Trash - Curbside/Alley Missed Pickup,They did not empty or trash again for the 3rd or 4th time. And it is full and been at the curb since 5am,"5000 delaware ave, nashville, tennessee, 37209",37209.0,METRO,9306,20.0,1718296.28460322,663996.612879056,200
3566,2,179315,05/04/19,Trash - Curbside/Alley Missed Pickup,No trash on Charmaine CT was picked up on Friday,"313 charmaine ct, nashville, tn 37013, united states",37013.0,RED RIVER,4501,28.0,1771962.25888161,634034.160403744,200
3567,4,179577,05/06/19,Trash - Curbside/Alley Missed Pickup,MISSED 3 WEEKS,"2409 shumate ln, nashville, tn 37217, united states",37217.0,RED RIVER,4501,28.0,1777118.14020705,637139.930856765,600
3568,3,179600,05/06/19,Trash - Curbside/Alley Missed Pickup,MISSED...THE ENTIRE NEIGHBORHOOD WAS MISSED.,"5032 mt view rd, nashville, tn 37013, united states",37013.0,RED RIVER,4504,32.0,1770955.49247188,628205.496834305,400
3569,2,179802,05/06/19,Trash - Curbside/Alley Missed Pickup,MISSED,5130 mount view rd,37013.0,RED RIVER,4504,32.0,1773139.39834458,627075.99993069,200
3570,2,179970,05/06/19,Trash - Curbside/Alley Missed Pickup,Our trash keeps getting skipped but Friday they picked up the rest of our street but skipped our section it is full and we need it emptied UNIT-A,"5000 delaware ave, nashville, tennessee, 37209",37209.0,METRO,9306,20.0,1718296.28460322,663996.612879056,200
3571,2,179980,05/06/19,Trash - Curbside/Alley Missed Pickup,"The whole court/miss last Friday, curb. {Wants carts emptied before this Friday asap}","313 charmaine ct, nashville, tn 37013, united states",37013.0,RED RIVER,4501,28.0,1771962.25888161,634034.160403744,200
3572,2,180040,05/06/19,Trash - Curbside/Alley Missed Pickup,MISSED...ENTIRE STREET,"5052 mt view rd, nashville, tn 37013, united states",37013.0,RED RIVER,4504,32.0,1771140.19964898,627756.00016006,200
3573,2,180041,05/06/19,Trash - Curbside/Alley Missed Pickup,Curb trash/behind garage like alley way. Missed last Tuesday.,"713 arbor trace cir, 37207",37207.0,RED RIVER,2201,8.0,1745151.94831051,689197.987304354,200
3574,3,180125,05/06/19,Trash - Curbside/Alley Missed Pickup,miss,"811 vine st, nashville, tn 37203, united states",37203.0,WASTE IND,4409,19.0,1739590.59913358,661986.400415745,400
3575,2,180138,05/06/19,Trash - Curbside/Alley Missed Pickup,miss,"6704 ascot dr, nashville, tn 37013, united states",37013.0,RED RIVER,3503,33.0,1796253.88936553,632919.781212198,200
3576,2,180256,05/07/19,Trash - Curbside/Alley Missed Pickup,Missed trash- several missed,"5062 mt view rd, antioch, tennessee, 37013",37013.0,RED RIVER,4504,32.0,1771464.19952548,627670.401062367,200
3577,2,180704,05/07/19,Trash - Curbside/Alley Missed Pickup,"miss
previous request was not serviced","3508 melva dr, nashville, tn 37211, united states",37211.0,RED RIVER,1403,26.0,1757991.46272434,642237.410893753,200
3578,5,180751,05/07/19,Trash - Curbside/Alley Missed Pickup,MISSED...OTHERS ON STREET MISSED.,"4111 gallatin pike, nashville, tn 37216, united states",37216.0,RED RIVER,2204,8.0,1754251.43969646,688436.117936354,800
3579,2,180791,05/07/19,Trash - Curbside/Alley Missed Pickup,miss,"3734 john mallette dr, nashville, tn 37218, united states",37218.0,RED RIVER,4202,2.0,1720151.91846062,679354.225625163,200
3580,2,180792,05/07/19,Trash - Curbside/Alley Missed Pickup,miss,"5110 buena vista pike, nashville, tn 37218, united states",37218.0,RED RIVER,3201,3.0,1724794.56190063,693227.178129465,200
3581,2,180797,05/07/19,Trash - Curbside/Alley Missed Pickup,1 cart,"1301 pennock ave, nashville, tn 37207, united states",37207.0,METRO,9202,5.0,1742529.79896103,678180.798312434,200
3582,2,180809,05/07/19,Trash - Curbside/Alley Missed Pickup,1 cart,"108 s graycroft ave, nashville, tn 37115, united states",37115.0,RED RIVER,3214,8.0,1752402.79877026,702806.199780465,200
3583,2,180813,05/07/19,Trash - Curbside/Alley Missed Pickup,miss,"3800 buena vista pike, nashville, tn 37218, united states",37218.0,RED RIVER,3204,2.0,1727329.80023579,685949.598604975,200
3584,3,180820,05/07/19,Trash - Curbside/Alley Missed Pickup,Missed two weeks in a row now,"719 old hickory blvd, 37115",37115.0,RED RIVER,3214,8.0,1751884.39975938,703501.398850987,400
3585,4,180821,05/07/19,Trash - Curbside/Alley Missed Pickup,it happened again.,"733 due west ave n, 37115",37115.0,RED RIVER,3212,8.0,1749127.39804373,699479.79854204,600
3586,9,180844,05/07/19,Trash - Curbside/Alley Missed Pickup,"No trash pick up again,@ Kingswood Ave., Inglewood. 3rd time this year!!!???","215 6th ave n, nashville, tn 37219, united states",37219.0,N/A,N/A,19.0,1737607.39869743,666925.600335822,1600
3587,2,180866,05/08/19,Trash - Curbside/Alley Missed Pickup,Trash carts for 1625/1627/1629 7th ave 7 and 705 garfield were all lined up along ally be parking are behind units.  5 carts were lined up and only 3 were emptied.  This left 2 bins still full of trash.  This is unaccpetable and now we have 2 full bins for another week of trash.  Can you empty these now?,"1623 7th ave n, nashville, tn 37208, united states",37208.0,WASTE IND,3207,19.0,1733742.27214873,673385.937945333,200
3588,2,180881,05/08/19,Trash - Curbside/Alley Missed Pickup,trash/miss Wednesday {curb} missed often needs cart emptied.,"804 powers ave, nashville, tn 37206, united states",37206.0,RED RIVER,1202,6.0,1753180.72971796,674917.054450011,200
3589,2,180949,05/08/19,Trash - Curbside/Alley Missed Pickup,Missed trash,"1203 s graycroft ave, nashville, tn 37115, united states",37115.0,RED RIVER,3212,8.0,1751953.39905517,697858.999741292,200
3590,5,180954,05/08/19,Trash - Curbside/Alley Missed Pickup,Trash was skipped AGAIN {ALLEY} unit-A,1123 n 6th st,37207.0,METRO,9203,5.0,1744061.65818899,677464.300585816,800
3591,2,180967,05/08/19,Trash - Curbside/Alley Missed Pickup,missed...they're at the end of the road.,"4333 eatons creek rd, nashville, tn 37218, united states",37218.0,N/A,N/A,1.0,1712832.20128188,687151.998894158,200
3592,16,181047,05/08/19,Trash - Curbside/Alley Missed Pickup,MISSED,"1816 jo johnston ave, nashville, tn 37203, united states",37203.0,METRO,9208,21.0,1731459.40116315,666013.600610184,3000
3593,7,181097,05/08/19,Trash - Curbside/Alley Missed Pickup,misses have become weekly,"3530 pewitt rd, nashville, tn 37218, united states",37218.0,RED RIVER,3203,1.0,1722323.47094635,687864.458671798,1200
3594,2,181157,05/08/19,Trash - Curbside/Alley Missed Pickup,miss,"1920 herman st, nashville, tn 37208, united states",37208.0,METRO,9208,21.0,1730531.14396076,667028.477949456,200
3595,4,181248,05/08/19,Trash - Curbside/Alley Missed Pickup,missed again,"6005 obrien ave, nashville, tn 37209, united states",37209.0,RED RIVER,4201,20.0,1712863.47661621,662298.997751428,600
3596,2,181337,05/08/19,Trash - Curbside/Alley Missed Pickup,I have 2 Trash carts. They only emptied one and I saw them not empty the second one!  Last week they only half emptied one! Sloppy!!!,"621 elaine dr, nashville, tn 37211, united states",37211.0,N/A,N/A,26.0,1746337.91501348,637737.63379031,200
3597,9,181426,05/08/19,Trash - Curbside/Alley Missed Pickup,Trash/keeps being missed {Wednesday} curb {upset very thing in bags and out at 7:00 a.m.,"2020 s lyle ln, nashville, tn 37210, united states",37210.0,RED RIVER,4303,16.0,1751799.39824664,652868.801414204,1600
3598,3,181472,05/08/19,Trash - Curbside/Alley Missed Pickup,missed pick up - said happens often,2205 woodmont blvd,37215.0,RED RIVER,2305,25.0,1727989.89613719,649157.290312138,400
3599,2,181501,05/08/19,Trash - Curbside/Alley Missed Pickup,1 cart,"621 elaine dr, nashville, tn 37211, united states",37211.0,RED RIVER,4302,26.0,1746337.91501348,637737.63379031,200
3600,2,181503,05/08/19,Trash - Curbside/Alley Missed Pickup,1 cart,"2315 woodmont blvd, nashville, tn 37215, united states",37215.0,RED RIVER,2305,25.0,1726746.60085385,649243.200074856,200
3601,3,181531,05/08/19,Trash - Curbside/Alley Missed Pickup,Missed 1 cart,"6527 currywood dr, 37205",37205.0,N/A,N/A,23.0,1703570.60013661,648584.801947927,400
3602,15,181533,05/08/19,Trash - Curbside/Alley Missed Pickup,When trash was picked up today the crew only emptied half of the can.,"607 estes rd, nashville, tn 37215, united states",37215.0,RED RIVER,2303,24.0,1721739.60013924,652520.700474465,2800
3603,3,181537,05/08/19,Trash - Curbside/Alley Missed Pickup,trash scheduled for pick up Wednesdays...,"2107 woodmont blvd, nashville, tn 37215, united states",37215.0,RED RIVER,2305,25.0,1728214.6969114,649143.69030755,400
3604,5,181575,05/08/19,Trash - Curbside/Alley Missed Pickup,Missed pickup 3 weeks in a row,"4503 wayland dr, nashville, tn 37215, united states",37215.0,RED RIVER,3301,34.0,1719370.59987902,639516.001100486,800
3605,2,181580,05/08/19,Trash - Curbside/Alley Missed Pickup,Missed both trash and recycling.  Thank you.,"1404 e riverwood dr, nashville, tn 37216, united states",37216.0,RED RIVER,2203,7.0,1758586.59797528,687049.398306662,200
3606,7,181612,05/09/19,Trash - Curbside/Alley Missed Pickup,none,"162 antioch pike, nashville, tn 37211, united states",37211.0,RED RIVER,4304,16.0,1753144.99928251,644275.20130904,1200
3607,2,181635,05/09/19,Trash - Curbside/Alley Missed Pickup,"Curb trash/miss for everyone, on Glen West Dr","417 glen west dr, 37215",37215.0,RED RIVER,3305,25.0,1730394.49686098,646575.030747679,200
3608,2,181687,05/09/19,Trash - Curbside/Alley Missed Pickup,Trash/miss for everyone {Condos} Wednesday,"3313 golf club ln, nashville, tn 37215, united states",37215.0,METRO,9308,25.0,1729277.99841949,650357.670289276,200
3609,2,181718,05/09/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE SUBDIVISION {ALLEY} full carts and needs to be emptied Wednesday. Why? this needs to be corrected asap. Why getting missed all the time.,5202 close cir,37205.0,RED RIVER,1304,23.0,1713322.30405159,650170.545069748,200
3610,8,181734,05/09/19,Trash - Curbside/Alley Missed Pickup,Pick up missed again. Trash can is on Hwy 100 between West Tyne Drive and Gilman Avenue.,504 tyne ct,37205.0,RED RIVER,1302,34.0,1710601.83218967,642905.639491043,1400
3611,2,181738,05/09/19,Trash - Curbside/Alley Missed Pickup,miss,"2122 21st ave s, nashville, tn 37212, united states",37212.0,METRO,9308,18.0,1731822.03827078,655220.969005227,200
3612,2,181745,05/09/19,Trash - Curbside/Alley Missed Pickup,missed trash- all of idlewild dr and idlewild ct,"873 idlewild dr, nashville, tn 37115, united states",37115.0,RED RIVER,3314,7.0,1761013.79809561,698575.199371786,200
3613,2,181767,05/09/19,Trash - Curbside/Alley Missed Pickup,Wednesday Trash miss pickup. Curb {The whole street},399 glen west dr,37215.0,RED RIVER,3305,25.0,1729966.44003101,646604.268877721,200
3614,2,181824,05/09/19,Trash - Curbside/Alley Missed Pickup,miss,"3383 golf club ln, nashville, tn 37215, united states",37215.0,METRO,9308,25.0,1729507.65902365,650343.122459548,200
3615,4,181838,05/09/19,Trash - Curbside/Alley Missed Pickup,missed,"1601 s observatory dr, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1731624.20005476,645568.001163127,600
3616,2,181888,05/09/19,Trash - Curbside/Alley Missed Pickup,would like to have my trash picked up today or as soon as possible.  thank you!,"2100 20th ave s, nashville, tn 37212, united states",37212.0,METRO,9308,18.0,1732237.95146214,655486.381811179,200
3617,3,181937,05/09/19,Trash - Curbside/Alley Missed Pickup,APPEARS THAT OUR  ENTIRE STREET WAS MISSED YESTERDAY,"887 idlewild dr, nashville, tn 37115, united states",37115.0,RED RIVER,3314,7.0,1761295.39912178,698705.59755341,400
3618,4,182039,05/09/19,Trash - Curbside/Alley Missed Pickup,MISSED...ENTIRE STREET MISSED,"4308 lone oak rd, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1729397.80035136,643432.800442903,600
3619,2,182061,05/09/19,Trash - Curbside/Alley Missed Pickup,Whole street miss for trash/pickup {Wednesday} curb,"4306 lone oak rd, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1729433.00047963,643560.800369681,200
3620,2,182084,05/09/19,Trash - Curbside/Alley Missed Pickup,1 cart,"4306 lone oak rd, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1729433.00047963,643560.800369681,200
3621,2,182086,05/09/19,Trash - Curbside/Alley Missed Pickup,we had our trash in the front of the house in the street and the trash truck went by and didn't pick it our trash up,"2938 primrose cir, nashville, tn 37212, united states",37212.0,METRO,9402,18.0,1731743.08780038,651335.62598071,200
3622,4,182117,05/09/19,Trash - Curbside/Alley Missed Pickup,miss,"305 chateau glen pl, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1730231.50259678,646586.226561145,600
3623,2,182150,05/09/19,Trash - Curbside/Alley Missed Pickup,1 cart,"2713 gear st, nashville, tn 37216, united states",37216.0,METRO,9507,5.0,1748116.46589943,681105.665163041,200
3624,2,182171,05/09/19,Trash - Curbside/Alley Missed Pickup,"1 cart
only half of the trash was taken","235 maple st, nashville, tn 37115, united states",37115.0,RED RIVER,3414,9.0,1759519.39840632,702685.598430313,200
3625,3,182174,05/09/19,Trash - Curbside/Alley Missed Pickup,miss,"887 idlewild dr, nashville, tn 37115, united states",37115.0,RED RIVER,3314,7.0,1761295.39912178,698705.59755341,400
3626,4,182185,05/09/19,Trash - Curbside/Alley Missed Pickup,1 cart,"1214 norvel ave, nashville, tn 37216, united states",37216.0,RED RIVER,2205,7.0,1754260.15216848,686341.713272376,600
3627,4,182186,05/09/19,Trash - Curbside/Alley Missed Pickup,"Trash has not been picked up this past Tuesday,on the section of Kingswood Ave. between Norvel and Neuman Ave.,in Inglewood.This is the 3rd time this year.wood","1214 norvel ave, nashville, tn 37216, united states",37216.0,RED RIVER,2205,7.0,1754260.15216848,686341.713272376,600
3628,2,182193,05/09/19,Trash - Curbside/Alley Missed Pickup,Trash/curb missed Thursday.,"642 devon dr, nashville, tn 37220, united states",37220.0,RED RIVER,2403,26.0,1741770.59893774,630438.400715667,200
3629,2,182195,05/09/19,Trash - Curbside/Alley Missed Pickup,MISSED,"2938 primrose cir, nashville, tn 37212, united states",37212.0,METRO,9402,18.0,1731743.08780038,651335.62598071,200
3630,3,182200,05/09/19,Trash - Curbside/Alley Missed Pickup,missed- trash,"1106 caruthers ave, nashville, tn 37204, united states",37204.0,METRO,9403,17.0,1735662.60199894,653456.80126335,400
3631,2,182216,05/09/19,Trash - Curbside/Alley Missed Pickup,Entire street was missed for pickup as of 6 pm today.,"655 devon dr, nashville, tn 37220, united states",37220.0,RED RIVER,2403,26.0,1741667.39878653,629852.801100126,200
3632,2,182261,05/10/19,Trash - Curbside/Alley Missed Pickup,This is an ongoing issue.  It seems our alley is skipped at least once a month,"1507 linden ave, nashville, tn 37212, united states",37212.0,METRO,9403,18.0,1734584.8812804,654119.999857488,200
3633,9,182281,05/10/19,Trash - Curbside/Alley Missed Pickup,14885 and 14881 were missed. All 3 carts are out.  Caller states missed alot.,"14881 old hickory blvd, nashville, tn 37013, united states",37013.0,N/A,N/A,31.0,1761049.18818466,623123.179275381,1600
3634,2,182282,05/10/19,Trash - Curbside/Alley Missed Pickup,"Everyone miss for trash, no service pickup. {Wednesday} Curb {caller wants this corrected} needs to be emptied every week and when they want to come.","3609 hilldale dr, nashville, tn 37215, united states",37215.0,RED RIVER,3304,25.0,1723804.06484021,648952.95979072,200
3635,2,182286,05/10/19,Trash - Curbside/Alley Missed Pickup,Trash/miss curb Thursday's pickup. {Out the night before},"323 haywood ln, nashville, tn 37211, united states",37211.0,RED RIVER,2405,30.0,1758419.39885006,631866.401197345,200
3636,3,182317,05/10/19,Trash - Curbside/Alley Missed Pickup,My entire street (Devon Dr) was missed yesterday  for brown container trash pickup service. This is the fourth or fifth time this year that this has happened.,"635 devon dr, nashville, tn 37220, united states",37220.0,RED RIVER,2403,26.0,1742019.39809048,630380.801045431,400
3637,2,182361,05/10/19,Trash - Curbside/Alley Missed Pickup,entire street,"1723 glen echo rd, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1730486.22615134,646760.365191104,200
3638,2,182393,05/10/19,Trash - Curbside/Alley Missed Pickup,cart still out,418 patterson st,37211.0,METRO,9408,16.0,1748956.45510814,645002.499793853,200
3639,2,182409,05/10/19,Trash - Curbside/Alley Missed Pickup,"No one's trash has been pickup, Why? {Thursday's} Curb","217 payson ct, nashville, tn 37211, united states",37211.0,RED RIVER,4403,4.0,1756595.9277272,619999.830280626,200
3640,2,182426,05/10/19,Trash - Curbside/Alley Missed Pickup,missed trash,"1009 new providence pass, nashville, tn 37115, united states",37115.0,N/A,N/A,9.0,1765803.39994399,701673.398350783,200
3641,2,182469,05/10/19,Trash - Curbside/Alley Missed Pickup,1 cart,"867 idlewild dr, nashville, tn 37115, united states",37115.0,RED RIVER,3314,7.0,1760920.99829711,698611.198918339,200
3642,4,182481,05/10/19,Trash - Curbside/Alley Missed Pickup,"Once again, trash was not picked up this morning. Neighbors' trash was picked up, my recycling was picked up, brush was collected from neighbors, but trash can was not emptied.  Please empty the trash can at 1133 Granada weekly.","1133 granada ave, nashville, tn 37206, united states",37206.0,WASTE IND,2509,6.0,1749088.99826357,675843.999735762,600
3643,2,182482,05/10/19,Trash - Curbside/Alley Missed Pickup,No one pickup for trash/curb Thursday {all missed} still out. Full,"225 ash grove dr, nashville, tn 37211, united states",37211.0,RED RIVER,4404,31.0,1761680.96805731,625199.86020284,200
3644,2,182561,05/10/19,Trash - Curbside/Alley Missed Pickup,1 cart,"106 glenrose ave, nashville, tn 37210, united states",37210.0,WASTE IND,4407,17.0,1749470.45929723,653147.481793379,200
3645,2,182564,05/10/19,Trash - Curbside/Alley Missed Pickup,Trash was not picked up for my address or the other 6 address in area.  This is the second missed pickup in the past 3 weeks for this area,"312 w fork ct, nashville, tn 37220, united states",37211.0,RED RIVER,2401,26.0,1747309.619808,628940.421452928,200
3646,9,182579,05/10/19,Trash - Curbside/Alley Missed Pickup,1 cart,"14550 old hickory blvd, nashville, tn 37013, united states",37013.0,RED RIVER,4403,31.0,1766766.59805733,618419.200269798,1600
3647,3,182594,05/10/19,Trash - Curbside/Alley Missed Pickup,MISSED,"1404 linden ave, nashville, tn 37212, united states",37212.0,METRO,9403,18.0,1734884.20010682,654207.201749262,400
3648,4,182685,05/10/19,Trash - Curbside/Alley Missed Pickup,"Curb trash/Tuesday not service. {REAR} home {duplex} cart keeps getting missed {the front if a business, 2nd time calling",314 e trinity ln,37207.0,WASTE IND,2206,5.0,1743120.04865816,682310.844460376,600
3649,2,182737,05/10/19,Trash - Curbside/Alley Missed Pickup,miss,2448 edencrest dr,37013.0,RED RIVER,4504,32.0,1775731.79508691,632359.691746394,200
3650,3,182815,05/10/19,Trash - Curbside/Alley Missed Pickup,cart still out,"178 tusculum rd, nashville, tn 37013, united states",37013.0,RED RIVER,3404,30.0,1763400.99959922,627399.200388901,400
3651,4,182882,05/11/19,Trash - Curbside/Alley Missed Pickup,We need pickup resumed now that the alley is back open. I called on Friday 5/10 and they were supposed to have picked it up by 4:30 but they did not come. I'd appreciate a follow up to this request to be sure our service resumes every Friday. We have two trash carts in the alley.,"15 hermitage ave, nashville, tn 37204, united states",37210.0,WASTE IND,4507,19.0,1741257.90864404,664665.160056404,600
3652,4,182886,05/11/19,Trash - Curbside/Alley Missed Pickup,second week in a row this has happened. I can see that half the home on Idlewild Ave have not had their trash carts picked up. please sort this out - we're tired of paying for a non-existent service.,"601 idlewild ave, nashville, tn 37115, united states",37115.0,RED RIVER,3414,9.0,1760030.59869515,700859.198745431,600
3653,19,182893,05/11/19,Trash - Curbside/Alley Missed Pickup,Entire street missed (again),"12546 old hickory blvd, nashville, tn 37013, united states",37013.0,RED RIVER,4510,33.0,1789761.79964476,620427.200481526,3600
3654,2,182900,05/11/19,Trash - Curbside/Alley Missed Pickup,Our pick up day was Friday and it appears out alley was missed.,"1403 russell st, nashville, tn 37206, united states",37206.0,METRO,9506,6.0,1748373.4258994,671188.191617954,200
3655,2,182925,05/11/19,Trash - Curbside/Alley Missed Pickup,All other trash cans in ally were emptied. Ours was not.,"1500 linden ave, nashville, tennessee, 37212",37212.0,METRO,9403,18.0,1734833.00171911,654214.400471318,200
3656,17,183389,05/13/19,Trash - Curbside/Alley Missed Pickup,"MISSED last 2 friday- TRASH AGAIN , CALLER IS AT A DEAD END...CART IS VISIBLE FROM THE ROAD.",5135 hickory hollow pkwy,37013.0,N/A,N/A,32.0,1771717.29456211,625521.535038538,3200
3657,12,183440,05/13/19,Trash - Curbside/Alley Missed Pickup,Missed trash,110 george l davis blvd,37203.0,N/A,N/A,19.0,1735557.00161413,664655.200966765,2200
3658,2,183459,05/13/19,Trash - Curbside/Alley Missed Pickup,The whole alley missed for trash/pickup last {Wednesday}.,"142 39th ave n, nashville, tn 37209, united states",37209.0,WASTE IND,2308,24.0,1723116.20102605,660030.401967521,200
3659,2,183590,05/13/19,Trash - Curbside/Alley Missed Pickup,missed 1029 and 1031,"1029 1st ave s, nashville, tn 37210, united states",37210.0,METRO,4409,17.0,1742576.19886028,661660.801702688,200
3660,3,183591,05/13/19,Trash - Curbside/Alley Missed Pickup,MISSED,"6600 ascot dr, nashville, tn 37013, united states",37013.0,RED RIVER,3503,33.0,1795058.31974939,633130.930534112,400
3661,3,183735,05/14/19,Trash - Curbside/Alley Missed Pickup,cust says all of the carts for the units have been skipped for the past 2 weeks,"1715 glen echo rd, nashville, tn 37215, united states",37215.0,RED RIVER,3305,25.0,1730640.60490268,646695.129493267,400
3662,3,184048,05/14/19,Trash - Curbside/Alley Missed Pickup,Missed trash,"512 s 11th st, nashville, tn 37206, united states",37206.0,WASTE IND,4508,6.0,1746779.39969608,669497.602018166,400
